Product_ID,Category_ID,Product_name,Description,Price,Stock_quantity,F_coupon_id,Product_upload_date
233,6,台灣正黑豬大里肌肉排,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,185,1,31,2023/12/5
237,6,台灣正黑豬大骨,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,120,46,31,2022/7/18
234,6,台灣正黑豬小排,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,200,7,31,2022/4/28
252,6,台灣正黑豬月亮軟骨,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,280,2,31,2023/2/1
235,6,台灣正黑豬去皮五花肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,250,5,31,2022/3/17
242,6,台灣正黑豬去皮五花肉片,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,135,6,31,2022/10/27
238,6,台灣正黑豬肉絲,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。 ,70,18,31,2023/7/12
249,6,台灣正黑豬-松?肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,420,14,31,2022/7/10
241,6,台灣正黑豬胛心肉片,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,99,26,31,2021/6/18
236,6,台灣正黑豬帶皮五花肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,220,25,31,2023/5/9
250,6,台灣正黑豬梅花肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,200,10,31,2021/8/28
239,6,台灣正黑豬梅花肉片,"相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。
",150,4,31,2023/10/6
251,6,台灣正黑豬梅花肉排,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,150,8,31,2022/3/28
240,6,台灣正黑豬絞肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,70,19,31,2023/1/2
245,6,台灣正黑豬腰內肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,120,9,31,2022/11/18
246,6,台灣正黑豬-腱子肉,台灣正黑豬，以三百年前隨老祖先飄洋過海來台的老品種，桃園豬、梅山豬進行選育，孕育出品質最佳的台灣正黑豬，肉質細緻Q彈又帶著柔嫩多汁的脂肪；在潔淨通風的環境中生長，以多樣榖物、安心沙拉油及益生菌餵養，不失用瘦肉精等藥物，將台灣傳統的好味道傳承下去。,120,47,31,2022/1/25
244,6,台灣正黑豬僧帽肌,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,270,42,31,2023/9/24
248,6,台灣正黑豬豬絞肉(瘦),嚴選台灣正黑豬前腿腿心部位，去除筋膜後做成的絞肉無多餘油脂是低熱量的肉品 適合：蒸肉、麻婆豆腐,85,3,31,2021/2/3
247,6,台灣正黑豬戰斧豬排(小),相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,250,42,31,2022/5/13
243,6,台灣正黑豬龍骨,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。 ,120,29,31,2021/8/25
232,6,台灣正黑豬臉頰肉,相信堅持的價值，尋找台灣真食物 老品種的台灣黑豬，擁有桃園豬的細緻Q彈肉質，梅山豬柔嫩多汁的脂肪優勢。堅持使用品種選育搭配全素飼料配方，飼養過程絕對不使用瘦肉精及抗生素，人道飼養給予豬隻通風環境及足夠的運動空間，定期幫黑豬沖澡，造就正黑豬獨特的風味與口感。,220,38,31,2022/7/19
261,7,台灣安格斯黑牛沙朗牛排,"台灣安格斯黑牛為澳洲安格斯黑牛 x 澳洲和牛育種，堅持飼養28個月以上熟齡，肉質散發自然熟成香氣與鮮甜。採以亞麻籽作為主要飼料，富含Omega-3的亞麻籽並加入有機狼尾草、有機硒、甜麥稈、熟化飼料(玉米、地瓜)、酒粕，配合高質量維生素及礦物質，提供充足營養，提升肉品的品質。 沙朗牛排取自於牛後腰脊部位，油花均勻豐富、肉質細緻，是最受老饕歡迎的部位。 適 合：煎、烤
",590,16,31,2021/6/1
266,7,台灣安格斯黑牛肩小排火鍋肉片,肉質結實、富有嚼勁口感，位於下肩胛部位1-5根肋骨外側，較接近瘦版的霜降，適合害怕吃進過多油脂又想要享受豐富口感的人。 適 合：煮、燙、炒。,490,35,31,2023/3/13
270,7,台灣安格斯黑牛燙肉片,取自胸腹牛腩、腿肉、臀肉...等，柔嫩且不油膩的部位，純手工分切成0.15~0.2cm的厚度，肉片輕刷就能食用，全程不用藥，無施打賀爾蒙、抗生素，不含瘦肉精。 適 合：煮、燙、炒。,250,32,31,2021/3/16
188,15,台灣茂谷柑 (約2kg/約8粒/禮盒),肉質細嫩多汁，皮薄而甜度高，糖酸比例佳，風味濃郁的柑橘香氣。,380,11,31,2023/3/28
277,20,台灣櫻桃鴨去骨鴨腿肉,繁殖血統純正的英國櫻桃谷北鴨，主供高級飯店及各大西式料理指定使用食材。豪野鴨鴨隻品種以「油脂豐厚」聞名，其獨特的飼育技術，孕育出厚實腿肉，最適合製作法國經典名菜 -「Le Confit De Canard」油封鴨腿。 ,229,21,31,2023/4/10
278,20,台灣櫻桃鴨胸,"飼養在超過15,000 坪遼闊的青草地上，擁有良好排水功能的砂石地， 使鴨寶寶們能在最好的環境下成長茁壯， 純淨的活水加上露天環境， 使鴨兒們吃得多， 運動的也多， 有別於傳統鴨的一般禽鳥類飼料餵養， 台灣櫻桃鴨搭配原粒玉米、新鮮魚粉，細心呵護飼養7 5 天，使櫻桃鴨的油脂豐富層次分明， 火烤後皮脆肉嫩帶嚼勁無澀感， 更是鴨中之最！",450,27,31,2022/9/14
184,15,台灣麝香葡萄(500g/盒),台灣在地產的麝香葡萄，無籽、香氣濃郁，入口的繽紛果香可不會輸給日本產的麝香葡萄，在當地新鮮採收的鮮食感更是珍貴。 來自台中，砸下重本以溫室種植，有效減少了蟲害與病害，長期種植研究，找到台灣氣候與植栽的平衡點，並一粒粒疏果、每串做到顆粒與串型最好的數量。 入園就是一陣花果香氣，入口則是甜而不膩的滋味，薄脆口感擄獲每個人的心！,690,37,31,2022/6/18
334,8,生態軟殼龍蝦 (150g/入),通常龍蝦只有約40%的可食部分，軟殼龍蝦則可100%全蝦食用。精準掌握龍蝦剛脫去堅硬外殼的黃金時間，急速冷凍並真空包裝，故可連殼整隻食用，完整保留龍蝦的鮮甜口感。引進宜蘭外海的太平洋海水養殖，無動物用藥、無重金屬殘留，在純淨無污染的環境中成長的龍蝦，美味且安心。,980,27,31,2022/10/12
294,4,生態養殖筍殼魚,GREEN & SAFE 所精選的筍殼魚，是在完善的水循環再生系統下培育成長，有著嚴格的益菌培養與水質控制，在成長過程中堅持不採用任何化學藥劑，以確保每一隻筍殼魚都在優質健康的環境成長，讓您吃得美味又安心。,780,17,31,2023/8/25
284,20,伊比利松阪豬肉片,豬前頸部(Jowl)，一隻豬僅有兩片，極珍貴又稱「黃金六兩肉」，油花分布均勻、肥瘦適中 西班牙伊比利豬 Ib?rico Pig 是原生於伊比利半島的珍貴豬種，外貌是黑色開蹄、尖鼻子、小頭、短頸和少毛，此外牠們的腿細長有力，有助於跋涉尋找食物；現今主要生長在西班牙西南部。公司嚴選「CEBO」穀飼等級，豬隻豢養於農場並餵以飼料、穀物及蔬果、豆類等，沒有進行放養增肥過程。,250,43,31,2022/8/1
283,20,伊比利豬梅花肉片,豬肉中最頂級、最鮮甜的肉質就是來自西班牙的伊比利豬。豬隻身體呈黑褐色，以放牧飼養為主於橡木牧場中，秋天橡樹結實時，伊比利豬將會大量食用橡樹的果實橡子，因此肉中會散發榛果香味。伊比利豬的生長速度較慢脂肪均勻分布於肉質中。食用時特殊的堅果香氣滿溢、脂肪爽口香脆。,350,13,31,2021/10/13
254,6,安心松阪肉,所謂的豬頸肉，這個部位油花分布均勻，有著大理石般的漂亮紋路，口感如同松阪牛，故又有松阪肉之別稱，每頭豬只能生產約兩片，每片大約只有200~300g，故也被稱為黃金六兩肉，其口感充滿嚼勁，又帶有迷人的豬肉風味，是許多高檔餐廳選用之部位肉。,380,4,31,2022/11/13
190,15,安心珍珠芭樂(2kg),燕巢珍珠芭樂，有別於一般的栽種方式，選擇下肥料給草，讓草與樹共生，改變肥料使用模式與種植模式，提升土壤保水程度，讓大地自然生長，因而種出清脆、香甜可口的珍珠芭樂。,330,37,31,2023/10/8
257,6,安心僧帽肌,有著漂亮如雪花般的油花分佈，從豬頸肉再往下延伸一些、里肌的前端，就是僧帽肉了，覆蓋在里脊肉的前端，肉質鮮甜軟嫩，與霜降肉口感最大的差異是較為軟嫩，一隻豬大約只有400克左右。,215,31,31,2021/7/26
256,6,安心豬月亮軟骨,月亮軟骨指的是豬的前腿軟骨，因為形狀似彎月，才有月亮軟骨的之稱，而且一隻豬只有二塊軟骨，軟骨Ｑ脆帶肉，數量有限，通常這部位也只有識貨的老饕們才會知道。,270,28,31,2021/5/8
253,6,安心豬肋排,肋排位於背脊旁的肋骨，呈現出連骨帶肉一整塊的塊狀， 肌間脂肪豐富肥瘦均勻。 將整排豬肋一根一根仔細分開，方便烹調也叫好入口。 豬肉的肉香及甜味加上肋骨邊的筋膜，口感香甜有咬勁。 飼養在屏東地區，飲用南臺灣北大武山水源，採契養方式飼養，提供飼料配方。 屠宰到分切包裝一條龍。,320,13,31,2021/12/16
255,6,安心豬頰肉,豬肉臉頰部位的嘴邊肉，又名「豬頰肉」、，富含結締組織，油脂較少。故肉質軟嫩卻有嚼勁，口感類似牛腱，非常適合滷煮或燉，是「黑白切」常會吃到的肉，因為油脂與瘦肉組成的紋路，類似菊花，所以得名「菊花肉」。,250,40,31,2023/5/23
313,4,安心鯛魚火鍋片,所謂的台灣鯛就是「優質化的改良吳郭魚品種」，具有低油脂、高營養的特性，鯛魚味道清淡，可蒸、可乾煎、也可紅燒，而且不論是魚頭、魚皮、魚骨或內臟，整尾都可食用，GREEN & SAFE 所嚴選的安心鯛魚，堅持不添加一氧化碳增色，讓您可以安心食用。 建議烹調方式 : 蒸、火鍋。,180,16,31,2021/5/9
322,4,安心鯛魚片,所謂的台灣鯛就是「優質化的改良吳郭魚品種」，具有低油脂、高營養的特性，鯛魚味道清淡，可蒸、可乾煎、也可紅燒，而且不論是魚頭、魚皮、魚骨或內臟，整尾都可食用，GREEN & SAFE 所嚴選的安心鯛魚，堅持不添加一氧化碳增色，讓您可以安心食用。 建議烹調方式 : 乾煎、蔭鼓,180,26,31,2023/11/7
210,1,有機 Baby leaf 綜合葉菜(未清洗),有機農場土壤栽種，吸收土壤內的微量元素，接受陽光洗禮，專人一葉一葉小心採收清洗，含五種小葉菜，一次攝取多元營養。,180,47,31,2022/2/21
222,1,有機 Baby leaf（芝麻菜）,新鮮現採芝麻菜小葉，葉片經嚼時有微微辛辣味及回甘，有人說它又有芝麻的香氣。非常適合與肉類搭配。,70,24,31,2022/6/17
216,1,有機五鮮菇(綜合菇),愛吃菇的你怎能錯過！五種不同口感的經典好菇，杏鮑菇、金針菇、黑美人菇、鴻喜菇、黑木耳，GREEN&SAFE幫你打包好啦～,100,50,31,2022/5/11
212,1,有機玉米筍,玉米筍是小朋友十分喜愛的蔬菜，但玉米筍不易種植病蟲害多愛多，容易有農藥殘留問題。 GREEN&SAFE 嚴選有機玉米筍讓您吃得安心。清早就採收柔嫩鮮甜的玉米筍，立即預冷，鎖住極嫩的口感與香甜風味，營養不流失。,100,10,31,2023/7/1
213,1,有機生鮮香菇,選育純種蕈菇孢子，在精密控制溫度、濕度的密閉空間生長，嚴格避免外界的雜菌及汙染源，讓香菇菌絲分解培養基質內的有機養份，轉換成多糖體、維生素及多種胺基酸，菇體柔嫩而鮮度高菇傘大又厚實，口感十足。,80,31,31,2021/7/7
221,1,有機冷凍玉米塊,1.有機驗證 2.使用台灣有機玉米,155,7,31,2021/3/9
220,1,有機冷凍白花椰,1.有機驗證 2.使用台灣有機白花椰,115,11,31,2022/1/18
219,1,有機冷凍綠花椰,1.有機驗證 2.使用台灣有機綠花椰,115,13,31,2022/1/23
165,18,有機豆皮,採用栽種期長達120天的非基因改造有機黃豆，優質植物性蛋白質比例高且豆味濃郁，加入以奈米負離子過濾的湧泉水製成。絕不添加漂白劑，每口都可安心享受豆香美味及健康。所有豆類製品採用全天然的冷壓橄欖油和米糠進行消泡過程。,120,39,31,2022/8/1
161,18,有機豆腐,採用栽種期長達120天的非基因改造有機黃豆，優質植物性蛋白質比例高且豆味濃郁，加入以奈米負離子過濾的湧泉水製成。絕不添加漂白劑，每口都可安心享受豆香美味及健康。所有豆類製品採用全天然的冷壓橄欖油和米糠進行消泡過程。,70,24,31,2023/1/4
209,1,有機青花筍,青花筍與青花菜（花椰菜）一樣屬於十字花科的深綠色蔬菜，但無論是營養及口感都比青花菜勝出。GREEN&SAFE種植的有機青花筍為專門品種，而不是採收青花菜的側枝，因此青花筍的品質也更穩定、更清甜。不管是涼拌、或蒸煮炒炸都適合，直接生吃也可以。,150,15,31,2022/11/13
211,1,有機南瓜塊,特選台灣在地有機阿成南瓜，果實呈木瓜型，果肉橙黃色， 含有β- 胡蘿蔔素及各種營養價值， 風味甜美又兼具健康，已切好塊狀方便調理。,65,48,31,2022/8/13
215,1,有機洋菇(中菇),洋菇含有豐富的蛋白質，也因此被稱為「蔬菜中的牛排」。想不出來今晚該煮什麼菜嗎？來盤簡單的洋菇炒蛋也很好喔！,105,46,31,2022/10/12
214,1,有機活株陶立克(杏鮑菇),小巧玲瓏，口感卻扎實飽滿，香氣濃郁,69,27,31,2023/2/28
194,15,有機美國富士蘋果(3粒/份),美國富士有機蘋果產地，由於日夜溫差大、降雨少的氣候環境非常適合蘋果生長，以融雪灌溉的純淨水源，加上火山土壤肥沃，使產出的蘋果甜度更高、色澤更加亮麗、果肉更加緊實，乾燥的氣候則能減少果樹病蟲害發生。以無農藥、無化學肥料、不施除草劑、不用化肥的有機方式種植，可安心帶皮吃下蘋果中的完整營養。,125,35,31,2021/5/9
197,15,有機香蕉 (600g/份),香蕉對消化、吸收相當良好。特選有機栽培規範的優質有機香蕉，採用不耕犛的宿根草生栽培，病蟲害管理採割葉及套袋隔離保護。,90,29,31,2022/5/4
163,18,有機原味豆干,採用栽種期長達120天的非基因改造有機黃豆，優質植物性蛋白質比例高且豆味濃郁，加入以奈米負離子過濾的湧泉水製成。絕不添加漂白劑，每口都可安心享受豆香美味及健康。所有豆類製品採用全天然的冷壓橄欖油和米糠進行消泡過程。,70,43,31,2023/10/31
164,18,有機純豆漿,採用栽種期長達120天的非基因改造有機黃豆，優質植物性蛋白質比例高且豆味濃郁，加入以奈米負離子過濾的湧泉水製成。絕不添加漂白劑，每口都可安心享受豆香美味及健康。所有豆類製品採用全天然的冷壓橄欖油和米糠進行消泡過程。,90,38,31,2021/10/13
168,18,有機草本臭豆腐,嚴選有機黃豆並以契作的有機莧菜經過發酵讓豆腐俱有濃郁香氣，不論是蒸或煮或煎的調理方式都適合。,120,14,31,2022/5/29
207,1,有機高麗菜,GREEN&SAFE 特別與桃園縣復興鄉及新竹縣尖石鄉的農友合作，來自高山的〈初秋〉高麗菜登場囉！〈初秋〉品種在1950年代由日本引進台灣種植，菜梗稜線明顯、葉脈紋路細淺，受到溫度影響，外觀呈現尖頭狀，滋味甜脆，口感厚實，深受饕客喜愛。,100,14,31,2022/8/20
